ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
2018+AC0-En+AC0-mystery+AC0-13410,Alonzo feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-06289,Jamel feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-15754,Jamel feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-10289,Jamel feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-02981,Jamel feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-13756,Jamel feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-03038,Jamel feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-12831,Jamel feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-08154,Jamel feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-07050,Jamel feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-02185,Jamel feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-06222,Jamel feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-13009,Jamel feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-05709,Jamel feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-10831,Jamel feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-08296,Jamel feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-09738,Jamel feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-08685,Jamel feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-15962,Jamel feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-13006,Jamel feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-04085,Jamel feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-06771,Alphonse feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-02501,Alphonse feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-05958,Alphonse feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-13437,Alphonse feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-06452,Alphonse feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-01509,Alphonse feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-00265,Alphonse feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-15184,Alphonse feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-02002,Alphonse feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-06422,Alphonse feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-06804,Alphonse feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-00782,Alphonse feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-16636,Alphonse feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-12859,Alphonse feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-14476,Alphonse feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-14919,Alphonse feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-14651,Alphonse feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-14210,Alphonse feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-03659,Alphonse feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-04342,Alphonse feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-12159,Jerome feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-09145,Jerome feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-05459,Jerome feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-05720,Jerome feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-14915,Jerome feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-03520,Jerome feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-05483,Jerome feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-10231,Jerome feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-09302,Jerome feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-06655,Jerome feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-14382,Jerome feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-01814,Jerome feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-14469,Jerome feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-15822,Jerome feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-16280,Jerome feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-04866,Jerome feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-07056,Jerome feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-08512,Jerome feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-01099,Jerome feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-16115,Jerome feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-06068,Leroy feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-13104,Leroy feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-11119,Leroy feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-04977,Leroy feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-00397,Leroy feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-06874,Leroy feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-11441,Leroy feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-00480,Leroy feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-05506,Leroy feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-06492,Leroy feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-09807,Leroy feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-14882,Leroy feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-04579,Leroy feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-10635,Leroy feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-13318,Leroy feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-10652,Leroy feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-16238,Leroy feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-16161,Leroy feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-08042,Leroy feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-02344,Leroy feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-02159,Torrance feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-11647,Torrance feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-03846,Torrance feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-04796,Torrance feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-16002,Torrance feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-08443,Torrance feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-12948,Torrance feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-12591,Torrance feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-04762,Torrance feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-09205,Torrance feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-01847,Torrance feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-04781,Torrance feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-13657,Torrance feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-07017,Torrance feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-07884,Torrance feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-13241,Torrance feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-10526,Torrance feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-12474,Torrance feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-01007,Torrance feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-02338,Torrance feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Torrance,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-15400,Darnell feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-00960,Darnell feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-13443,Darnell feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-05304,Darnell feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-16920,Darnell feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-15457,Darnell feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-11568,Darnell feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-09981,Darnell feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-08536,Darnell feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-05890,Darnell feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-09312,Darnell feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-14753,Darnell feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-09228,Darnell feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-03076,Darnell feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-15114,Darnell feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-16001,Darnell feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-14393,Darnell feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-00018,Darnell feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-16064,Darnell feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-02773,Darnell feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Darnell,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-04926,Lamar feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-02990,Lamar feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-15398,Lamar feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-05040,Lamar feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-13940,Lamar feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-01958,Lamar feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-03249,Lamar feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-07281,Lamar feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-12851,Lamar feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-08030,Lamar feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-16157,Lamar feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-00319,Lamar feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-05384,Lamar feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-15487,Lamar feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-14807,Lamar feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-03937,Lamar feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-06506,Lamar feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,Lamar,male,African+AC0-American,joy,ecstatic
